,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,distance,from_to
172,2O,146,ADQ,3531,KLN,7162,,0,BNI,2.128521013470194,ADQ_KLN_2O
177,2O,146,KLN,7162,KYK,7161,,0,BNI,0.6030914575036689,KLN_KYK_2O
260,3E,10739,BRL,5726,ORD,3830,,0,CNC,1.153043939982465,BRL_ORD_3E
261,3E,10739,BRL,5726,STL,3678,,0,CNC,1.6093243966706878,BRL_STL_3E
262,3E,10739,DEC,4042,ORD,3830,,0,CNC,11.13869269275995,DEC_ORD_3E
263,3E,10739,DEC,4042,STL,3678,,0,CNC,0.6431385370968897,DEC_STL_3E
264,3E,10739,JBR,3591,STL,3678,,0,CNC,1.3701737432323084,JBR_STL_3E
265,3E,10739,ORD,3830,BRL,5726,,0,CNC,0.546767573006186,ORD_BRL_3E
266,3E,10739,ORD,3830,DEC,4042,,0,CNC,0.30582496595067726,ORD_DEC_3E
267,3E,10739,STL,3678,BRL,5726,,0,CNC,3.748219914427572,STL_BRL_3E
268,3E,10739,STL,3678,DEC,4042,,0,CNC,1.6548359914959958,STL_DEC_3E
269,3E,10739,STL,3678,JBR,3591,,0,CNC,2.8732273012232445,STL_JBR_3E
280,3F,16262,KTN,3808,MTM,7146,,0,DHP,1.8737423413536058,KTN_MTM_3F
281,3F,16262,MTM,7146,KTN,3808,,0,DHP,1.8737423413536058,MTM_KTN_3F
443,3M,20710,ATL,3682,LWB,6958,,0,SF3,2.5511955349833415,ATL_LWB_3M
444,3M,20710,ATL,3682,MCN,3754,,0,SF3,2.2667460863460605,ATL_MCN_3M
445,3M,20710,ATL,3682,MEI,4335,,0,SF3,3.785606764308555,ATL_MEI_3M
446,3M,20710,ATL,3682,MSL,5756,,0,SF3,1.7203108353418963,ATL_MSL_3M
447,3M,20710,ATL,3682,PIB,5759,,0,SF3,0.9914618433283297,ATL_PIB_3M
448,3M,20710,ATL,3682,TUP,5773,,0,SF3,2.817332815391097,ATL_TUP_3M
452,3M,20710,EYW,3875,FLL,3533,,0,SF3,3.479722081602122,EYW_FLL_3M
453,3M,20710,EYW,3875,RSW,3793,,0,SF3,2.9186507822715204,EYW_RSW_3M
454,3M,20710,EYW,3875,TPA,3646,,0,SF3,3.1104412669217907,EYW_TPA_3M
457,3M,20710,FLL,3533,EYW,3875,,0,SF3,1.0041711848863706,FLL_EYW_3M
461,3M,20710,FLL,3533,MCO,3878,,0,SF3,2.4238156884421516,FLL_MCO_3M
464,3M,20710,FLL,3533,TPA,3646,,0,SF3,0.4443679765996962,FLL_TPA_3M
469,3M,20710,GLH,6130,TUP,5773,,0,SF3,3.358238993004842,GLH_TUP_3M
470,3M,20710,GNV,3472,MCO,3878,,0,SF3,0.8365701278323429,GNV_MCO_3M
471,3M,20710,GNV,3472,TPA,3646,,0,SF3,2.5511955349833415,GNV_TPA_3M
473,3M,20710,JAX,3712,TPA,3646,,0,SF3,4.746519669825276,JAX_TPA_3M
474,3M,20710,LWB,6958,ATL,3682,,0,SF3,3.785606764308555,LWB_ATL_3M
475,3M,20710,MCN,3754,ATL,3682,,0,SF3,1.7203108353418963,MCN_ATL_3M
476,3M,20710,MCN,3754,MCO,3878,,0,SF3,2.5570799984497987,MCN_MCO_3M
477,3M,20710,MCO,3878,FLL,3533,,0,SF3,1.6834638493704734,MCO_FLL_3M
478,3M,20710,MCO,3878,GNV,3472,,0,SF3,3.358238993004842,MCO_GNV_3M
479,3M,20710,MCO,3878,MCN,3754,,0,SF3,2.037062106572334,MCO_MCN_3M
481,3M,20710,MCO,3878,PNS,3564,,0,SF3,2.037062106572334,MCO_PNS_3M
482,3M,20710,MCO,3878,RSW,3793,,0,SF3,1.4510692973810653,MCO_RSW_3M
483,3M,20710,MCO,3878,TLH,3698,,0,SF3,7.736160929453272,MCO_TLH_3M
484,3M,20710,MEI,4335,ATL,3682,,0,SF3,0.8053548494843464,MEI_ATL_3M
489,3M,20710,MSL,5756,ATL,3682,,0,SF3,5.636605528437041,MSL_ATL_3M
492,3M,20710,PBI,3722,TPA,3646,,0,SF3,2.1080719163174546,PBI_TPA_3M
493,3M,20710,PIB,5759,ATL,3682,,0,SF3 ,7.37074701739931,PIB_ATL_3M
494,3M,20710,PNS,3564,MCO,3878,,0,SF3,10.381005978974013,PNS_MCO_3M
495,3M,20710,PNS,3564,TPA,3646,,0,SF3,5.064786404428452,PNS_TPA_3M
496,3M,20710,RSW,3793,EYW,3875,,0,SF3,3.2164496695317553,RSW_EYW_3M
497,3M,20710,RSW,3793,MCO,3878,,0,SF3,4.532567598929636,RSW_MCO_3M
499,3M,20710,TLH,3698,MCO,3878,,0,SF3,41.70585574364023,TLH_MCO_3M
500,3M,20710,TLH,3698,TPA,3646,,0,SF3,47.03506712925665,TLH_TPA_3M
501,3M,20710,TPA,3646,EYW,3875,,0,SF3,12.052448195308742,TPA_EYW_3M
502,3M,20710,TPA,3646,FLL,3533,,0,SF3,4.193299576220694,TPA_FLL_3M
503,3M,20710,TPA,3646,GNV,3472,,0,SF3,3.825324532487287,TPA_GNV_3M
504,3M,20710,TPA,3646,JAX,3712,,0,SF3,12.63158992718594,TPA_JAX_3M
505,3M,20710,TPA,3646,PBI,3722,,0,SF3,8.86788449411668,TPA_PBI_3M
506,3M,20710,TPA,3646,PNS,3564,,0,SF3,9.037407550588908,TPA_PNS_3M
507,3M,20710,TPA,3646,TLH,3698,,0,SF3,11.103096432563481,TPA_TLH_3M
508,3M,20710,TUP,5773,ATL,3682,,0,SF3 ,27.584643009672998,TUP_ATL_3M
509,3M,20710,TUP,5773,GLH,6130,,0,SF3,17.463710738697095,TUP_GLH_3M
996,4B,20565,LAS,3877,LAX,3484,,0,PL2,3.959153625522732,LAS_LAX_4B
997,4B,20565,LAX,3484,LAS,3877,,0,PL2,3.902747731582662,LAX_LAS_4B
1000,4E,\N,MCG,5965,NIB,7214,,0,PAG,16.107975535461073,MCG_NIB_4E
1002,4E,\N,NIB,7214,MCG,5965,,0,PAG,1.3503407196803772,NIB_MCG_4E
1004,4E,\N,TLJ,3423,MCG,5965,,0,PAG,48.612122815597225,TLJ_MCG_4E
1692,4W,\N,AKP,6712,FAI,3832,,0,PA2,6.312787352986868,AKP_FAI_4W
1693,4W,\N,BTT,3417,AKP,6712,,0,PA2,4.24969601951998,BTT_AKP_4W
1695,4W,\N,CEM,7116,IRC,7236,,0,PA2,10.669942695317324,CEM_IRC_4W
1696,4W,\N,CIK,7105,FAI,3832,,0,PA2,2.255434329859068,CIK_FAI_4W
1697,4W,\N,CIK,7105,FYU,3420,,0,PA2,3.4510064894793118,CIK_FYU_4W
1699,4W,\N,FAI,3832,BTT,3417,,0,PA2,6.91119384472196,FAI_BTT_4W
1700,4W,\N,FAI,3832,CEM,7116,,0,PA2,39.66772649794244,FAI_CEM_4W
1701,4W,\N,FAI,3832,CIK,7105,,0,PA2,6.939907164342815,FAI_CIK_4W
1702,4W,\N,FAI,3832,FYU,3420,,0,PA2,10.195807497771723,FAI_FYU_4W
1703,4W,\N,FAI,3832,MLY,7246,,0,CN1,10.970294912674659,FAI_MLY_4W
1707,4W,\N,FAI,3832,WBQ,7115,,0,PA2,4.287027342609985,FAI_WBQ_4W
1708,4W,\N,FYU,3420,CIK,7105,,0,PA2,20.249658904616407,FYU_CIK_4W
1709,4W,\N,FYU,3420,FAI,3832,,0,PA2,4.752737684029092,FYU_FAI_4W
1710,4W,\N,IRC,7236,FAI,3832,,0,PA2,12.082929990566079,IRC_FAI_4W
1717,4W,\N,WBQ,7115,FAI,3832,,0,PA2,2.3226857535304872,WBQ_FAI_4W
1722,4Y,1173,BET,3599,EEK,7093,,0,CNA,4.313749471558197,BET_EEK_4Y
1724,4Y,1173,BET,3599,KPN,7201,,0,CNA,4.056385505891294,BET_KPN_4Y
1725,4Y,1173,BET,3599,KWN,7206,,0,CNA,7.503922685256927,BET_KWN_4Y
1726,4Y,1173,BET,3599,KWT,7095,,0,CNA,4.983933906910681,BET_KWT_4Y
1727,4Y,1173,BET,3599,MLL,7097,,0,CNA,8.715718227065656,BET_MLL_4Y
1728,4Y,1173,BET,3599,NME,8199,,0,CNA,13.188490004551632,BET_NME_4Y
1729,4Y,1173,BET,3599,WNA,9739,,0,CNA,16.553585371310014,BET_WNA_4Y
1731,4Y,1173,CYF,6960,BET,3599,,0,CNA,14.8416460255245,CYF_BET_4Y
1732,4Y,1173,EEK,7093,BET,3599,,0,CNA,9.4509541090096,EEK_BET_4Y
1733,4Y,1173,EEK,7093,KWN,7206,,0,CNA,12.432298541586846,EEK_KWN_4Y
1735,4Y,1173,KKH,7213,KWK,7096,,0,CNA,36.331671072507994,KKH_KWK_4Y
1737,4Y,1173,KPN,7201,CYF,6960,,0,CNA,20.152661252719316,KPN_CYF_4Y
1739,4Y,1173,KWK,7096,BET,3599,,0,CNA,1.7160860397500555,KWK_BET_4Y
1740,4Y,1173,KWN,7206,BET,3599,,0,CNA,36.1382431682215,KWN_BET_4Y
1741,4Y,1173,KWN,7206,EEK,7093,,0,CNA,37.54643523903867,KWN_EEK_4Y
1744,4Y,1173,NME,8199,OOK,8200,,0,CNA,42.551921328710044,NME_OOK_4Y
1747,4Y,1173,PKA,9744,BET,3599,,0,CNA,8.060605802050231,PKA_BET_4Y
1749,4Y,1173,PTU,3430,BET,3599,,0,CNA,3.655201172428543,PTU_BET_4Y
1752,4Y,1173,WNA,9739,PKA,9744,,0,CNA,14.092757020492705,WNA_PKA_4Y
2547,7H,16726,ABL,7177,OTZ,3693,Y,0,CNC,28.537655127763642,ABL_OTZ_7H
2548,7H,16726,ABL,7177,SHG,7117,Y,0,CNC,39.38956602950423,ABL_SHG_7H
2549,7H,16726,ADQ,3531,ANC,3774,,0,DH8 BE1,1.5876342418321465,ADQ_ANC_7H
2550,7H,16726,AIN,7220,ATK,6714,Y,0,CNC,9.271167163425236,AIN_ATK_7H
2551,7H,16726,AIN,7220,BRW,3571,Y,0,BE1 CNC,5.4561801354600705,AIN_BRW_7H
2554,7H,16726,ANC,3774,ADQ,3531,,0,DH8 BE1,12.376997014387502,ANC_ADQ_7H
2555,7H,16726,ANC,3774,ANI,5967,,0,BE1 DH8,12.582660599715012,ANC_ANI_7H
2556,7H,16726,ANC,3774,BET,3599,,0,DH8,3.2262422128138186,ANC_BET_7H
2557,7H,16726,ANC,3774,CDV,3610,,0,BE1,8.609965879882916,ANC_CDV_7H
2558,7H,16726,ANC,3774,ENA,3628,,0,BE1 DH8,7.8764286710531,ANC_ENA_7H
2559,7H,16726,ANC,3774,FAI,3832,,0,DH8 BE1,41.88322790132629,ANC_FAI_7H
2560,7H,16726,ANC,3774,HOM,3664,,0,BE1 DH8,12.568738418788982,ANC_HOM_7H
2561,7H,16726,ANC,3774,KSM,6718,,0,DH8,34.88052307286848,ANC_KSM_7H
2562,7H,16726,ANC,3774,UNK,7088,,0,DH8,16.118089272227387,ANC_UNK_7H
2563,7H,16726,ANC,3774,VDZ,3865,,0,DH8 BE1,3.5440647099578193,ANC_VDZ_7H
2564,7H,16726,ANI,5967,ANC,3774,,0,BE1 DH8,13.242895621943521,ANI_ANC_7H
2566,7H,16726,ANI,5967,HCR,5962,Y,0,CNC,6.715067677283321,ANI_HCR_7H
2567,7H,16726,ANI,5967,KLG,5964,Y,0,CNA CNC,13.946325554162403,ANI_KLG_7H
2568,7H,16726,ANI,5967,RSH,7098,Y,0,CNA,11.498171780572907,ANI_RSH_7H
2569,7H,16726,ANI,5967,SHX,7090,Y,0,CNC,1.8826166073869635,ANI_SHX_7H
2570,7H,16726,ANV,6713,HCR,5962,Y,0,CNC,7.972819116281153,ANV_HCR_7H
2572,7H,16726,ATK,6714,AIN,7220,Y,0,CNC,11.654498905606719,ATK_AIN_7H
2573,7H,16726,ATK,6714,BRW,3571,Y,0,CNC,6.96646350882195,ATK_BRW_7H
2575,7H,16726,AUK,7199,EMK,7087,Y,0,CNA,7.082964451550877,AUK_EMK_7H
2577,7H,16726,BET,3599,ANC,3774,,0,DH8,47.67389061982471,BET_ANC_7H
2578,7H,16726,BET,3599,CYF,6960,Y,0,CNA,6.416154182805401,BET_CYF_7H
2579,7H,16726,BET,3599,EEK,7093,Y,0,CNA,16.118089272227387,BET_EEK_7H
2580,7H,16726,BET,3599,HPB,6716,Y,0,CNA,17.39080263879582,BET_HPB_7H
2581,7H,16726,BET,3599,KKH,7213,Y,0,CNA,38.73276705254717,BET_KKH_7H
2582,7H,16726,BET,3599,KLG,5964,Y,0,CNA CNC,4.197115872300928,BET_KLG_7H
2583,7H,16726,BET,3599,KUK,7094,Y,0,CNA,5.240898164783035,BET_KUK_7H
2584,7H,16726,BET,3599,KWK,7096,Y,0,CNA,3.5440647099578193,BET_KWK_7H
2585,7H,16726,BET,3599,KWN,7206,Y,0,CNA,3.402738916361566,BET_KWN_7H
2586,7H,16726,BET,3599,KWT,7095,Y,0,CNA,2.25230725319839,BET_KWT_7H
2587,7H,16726,BET,3599,MLL,7097,Y,0,CNA,0.6567975209882793,BET_MLL_7H
2588,7H,16726,BET,3599,NME,8199,Y,0,CNA CNC,13.242895621943521,BET_NME_7H
2589,7H,16726,BET,3599,OOK,8200,Y,0,CNA CNC,14.803664869391968,BET_OOK_7H
2592,7H,16726,BET,3599,VAK,5968,Y,0,CNA,0.38142032333369685,BET_VAK_7H
2594,7H,16726,BKC,7178,DRG,6755,Y,0,CNC,1.9692261831932119,BKC_DRG_7H
2595,7H,16726,BKC,7178,OTZ,3693,Y,0,CNC,3.3986265491165657,BKC_OTZ_7H
2596,7H,16726,BRW,3571,AIN,7220,Y,0,BE1 CNC,6.069434382213256,BRW_AIN_7H
2597,7H,16726,BRW,3571,ATK,6714,Y,0,CNC,39.66772649794244,BRW_ATK_7H
2598,7H,16726,BRW,3571,NUI,7092,Y,0,BE1,5.720611018920805,BRW_NUI_7H
2599,7H,16726,BRW,3571,PIZ,3414,Y,0,CNC BE1,6.715067677283321,BRW_PIZ_7H
2600,7H,16726,BTI,3411,FYU,3420,Y,0,BE1,8.346113946361992,BTI_FYU_7H
2601,7H,16726,BTI,3411,SCC,3620,Y,0,BE1,3.0388439102349385,BTI_SCC_7H
2602,7H,16726,CDV,3610,ANC,3774,,0,BE1,7.58692836073689,CDV_ANC_7H
2606,7H,16726,CYF,6960,BET,3599,Y,0,CNA,47.17823695834999,CYF_BET_7H
2607,7H,16726,CYF,6960,KPN,7201,Y,0,CNA,20.152661252719316,CYF_KPN_7H
2608,7H,16726,DRG,6755,BKC,7178,Y,0,CNC,35.13919740811786,DRG_BKC_7H
2609,7H,16726,DRG,6755,OTZ,3693,Y,0,CNC,4.767954260554806,DRG_OTZ_7H
2610,7H,16726,EEK,7093,KWN,7206,Y,0,CNA,42.30124495239022,EEK_KWN_7H
2611,7H,16726,ELI,7184,KKA,7190,Y,0,PAG,44.12518336616964,ELI_KKA_7H
2612,7H,16726,ELI,7184,OME,3615,Y,0,PAG,1.7160860397500555,ELI_OME_7H
2613,7H,16726,EMK,7087,AUK,7199,Y,0,CNA,43.50016494916359,EMK_AUK_7H
2614,7H,16726,EMK,7087,KOT,7207,Y,0,CNA,36.1382431682215,EMK_KOT_7H
2615,7H,16726,ENA,3628,ANC,3774,,0,BE1 DH8,6.041449209662597,ENA_ANC_7H
2616,7H,16726,FAI,3832,ANC,3774,,0,DH8 BE1,26.87114159893696,FAI_ANC_7H
2617,7H,16726,FAI,3832,FYU,3420,Y,0,BE1,40.98590101612019,FAI_FYU_7H
2618,7H,16726,FAI,3832,GAL,3764,,0,BE1,30.70982029727948,FAI_GAL_7H
2619,7H,16726,FAI,3832,RBY,6722,Y,0,CNC,13.946325554162403,FAI_RBY_7H
2620,7H,16726,FAI,3832,SCC,3620,,0,DH8,15.580344485103563,FAI_SCC_7H
2621,7H,16726,FYU,3420,BTI,3411,Y,0,BE1,9.593996840860688,FYU_BTI_7H
2622,7H,16726,FYU,3420,FAI,3832,Y,0,BE1,8.060605802050231,FYU_FAI_7H
2623,7H,16726,GAL,3764,FAI,3832,,0,BE1,29.820550255794533,GAL_FAI_7H
2624,7H,16726,GAL,3764,HSL,7108,Y,0,CNC,3.561522085053865,GAL_HSL_7H
2625,7H,16726,GAL,3764,KAL,6717,Y,0,CNC,11.498171780572907,GAL_KAL_7H
2626,7H,16726,GAL,3764,NUL,7111,Y,0,CNC BE1,13.254784090519278,GAL_NUL_7H
2627,7H,16726,GAL,3764,RBY,6722,Y,0,CNC,9.149307295569265,GAL_RBY_7H
2628,7H,16726,GAM,6715,OME,3615,Y,0,BE1,8.372360563564316,GAM_OME_7H
2629,7H,16726,GAM,6715,SVA,6724,Y,0,BE1,12.04782825582029,GAM_SVA_7H
2630,7H,16726,GLV,7185,OME,3615,Y,0,PAG,4.2428769584193065,GLV_OME_7H
2631,7H,16726,GLV,7185,WMO,7188,Y,0,PAG,30.90237488655231,GLV_WMO_7H
2632,7H,16726,HCR,5962,ANI,5967,Y,0,CNC,40.32049198046721,HCR_ANI_7H
2633,7H,16726,HCR,5962,ANV,6713,Y,0,CNC,30.07994385112534,HCR_ANV_7H
2634,7H,16726,HOM,3664,ANC,3774,,0,BE1 DH8,13.863498491477218,HOM_ANC_7H
2635,7H,16726,HPB,6716,SCM,7209,Y,0,CNA,1.363172817372306,HPB_SCM_7H
2636,7H,16726,HPB,6716,VAK,5968,Y,0,CNA,7.220076687185635,HPB_VAK_7H
2637,7H,16726,HSL,7108,GAL,3764,Y,0,CNC,51.55515063110909,HSL_GAL_7H
2638,7H,16726,HSL,7108,KYU,7208,Y,0,CNC,13.824615508406042,HSL_KYU_7H
2639,7H,16726,IAN,7179,ORV,7181,Y,0,CNC,11.28052357607205,IAN_ORV_7H
2640,7H,16726,IAN,7179,OTZ,3693,Y,0,CNC,19.61495931812857,IAN_OTZ_7H
2641,7H,16726,KAL,6717,GAL,3764,Y,0,CNC BE1,46.08033654581675,KAL_GAL_7H
2642,7H,16726,KAL,6717,NUL,7111,Y,0,CNC,19.19884687265981,KAL_NUL_7H
2645,7H,16726,KKA,7190,ELI,7184,Y,0,PAG,3.4448594276378097,KKA_ELI_7H
2646,7H,16726,KKA,7190,SKK,7192,Y,0,PAG,48.612122815597225,KKA_SKK_7H
2647,7H,16726,KKA,7190,UNK,7088,Y,0,CNC,30.890627844643937,KKA_UNK_7H
2648,7H,16726,KKH,7213,BET,3599,Y,0,CNA,10.982802970912655,KKH_BET_7H
2649,7H,16726,KKH,7213,KWK,7096,Y,0,CNA,8.098951382226634,KKH_KWK_7H
2652,7H,16726,KLG,5964,ANI,5967,Y,0,CNA CNC,10.938045679731756,KLG_ANI_7H
2653,7H,16726,KLG,5964,BET,3599,Y,0,CNA CNC,44.17101199268922,KLG_BET_7H
2654,7H,16726,KLG,5964,RSH,7098,Y,0,CNA,32.12886001630063,KLG_RSH_7H
2655,7H,16726,KOT,7207,EMK,7087,Y,0,CNA,49.005465167552785,KOT_EMK_7H
2656,7H,16726,KOT,7207,KSM,6718,Y,0,CNA,16.414025455192732,KOT_KSM_7H
2658,7H,16726,KPN,7201,BET,3599,Y,0,CNA,12.286920832081341,KPN_BET_7H
2659,7H,16726,KPN,7201,CYF,6960,Y,0,CNA,13.434080179664871,KPN_CYF_7H
2660,7H,16726,KSM,6718,ANC,3774,,0,DH8,14.058568833909577,KSM_ANC_7H
2661,7H,16726,KSM,6718,KOT,7207,Y,0,CNA,14.251070870245591,KSM_KOT_7H
2662,7H,16726,KSM,6718,MOU,5966,Y,0,CNA,44.94546894886105,KSM_MOU_7H
2664,7H,16726,KTS,7183,TLA,7186,Y,0,PAG,28.77385781085028,KTS_TLA_7H
2665,7H,16726,KTS,7183,WAA,7187,Y,0,PAG,45.19673941186023,KTS_WAA_7H
2667,7H,16726,KVL,6719,OTZ,3693,Y,0,CNC,8.235241700410183,KVL_OTZ_7H
2668,7H,16726,KWK,7096,BET,3599,Y,0,CNA,29.200248070925223,KWK_BET_7H
2669,7H,16726,KWK,7096,KKH,7213,Y,0,CNA,9.728101101614723,KWK_KKH_7H
2670,7H,16726,KWK,7096,KPN,7201,Y,0,CNA,43.233853634331204,KWK_KPN_7H
2671,7H,16726,KWN,7206,BET,3599,Y,0,CNA,27.120433444280664,KWN_BET_7H
2672,7H,16726,KWN,7206,TOG,6767,Y,0,CNA,14.196399417238158,KWN_TOG_7H
2673,7H,16726,KWT,7095,BET,3599,Y,0,CNA,34.83639065674419,KWT_BET_7H
2675,7H,16726,KYU,7208,GAL,3764,Y,0,CNC,47.67389061982471,KYU_GAL_7H
2676,7H,16726,MLL,7097,RSH,7098,Y,0,CNA,17.39080263879582,MLL_RSH_7H
2677,7H,16726,MOU,5966,KSM,6718,Y,0,CNA,3.402738916361566,MOU_KSM_7H
2679,7H,16726,MYU,6720,BET,3599,Y,0,CNA CNC,5.246593064894889,MYU_BET_7H
2680,7H,16726,NME,8199,OOK,8200,Y,0,CNA,3.3986265491165657,NME_OOK_7H
2682,7H,16726,NUI,7092,BRW,3571,Y,0,BE1,15.580344485103563,NUI_BRW_7H
2683,7H,16726,NUI,7092,SCC,3620,Y,0,BE1,29.820550255794533,NUI_SCC_7H
2684,7H,16726,NUL,7111,GAL,3764,Y,0,CNC,13.254784090519278,NUL_GAL_7H
2685,7H,16726,NUL,7111,KAL,6717,Y,0,CNC BE1,9.830223407852841,NUL_KAL_7H
2687,7H,16726,OBU,7180,ABL,7177,Y,0,CNC,12.2919979691332,OBU_ABL_7H
2688,7H,16726,OBU,7180,OTZ,3693,Y,0,CNC,8.782997673991932,OBU_OTZ_7H
2689,7H,16726,OME,3615,ELI,7184,Y,0,PAG,14.471568525254094,OME_ELI_7H
2690,7H,16726,OME,3615,GAM,6715,Y,0,BE1,33.10278963683009,OME_GAM_7H
2691,7H,16726,OME,3615,GLV,7185,Y,0,PAG,8.954198183131552,OME_GLV_7H
2692,7H,16726,OME,3615,KTS,7183,Y,0,PAG,19.087409228825504,OME_KTS_7H
2693,7H,16726,OME,3615,SHH,6723,Y,0,PAG CNT,1.9725707443186282,OME_SHH_7H
2694,7H,16726,OME,3615,SKK,7192,Y,0,PAG,25.77329287224921,OME_SKK_7H
2695,7H,16726,OME,3615,SVA,6724,Y,0,BE1,48.68989795253626,OME_SVA_7H
2696,7H,16726,OME,3615,TLA,7186,Y,0,PAG,5.408673827859574,OME_TLA_7H
2697,7H,16726,OME,3615,UNK,7088,Y,0,CNC,43.71436790630929,OME_UNK_7H
2698,7H,16726,OME,3615,WAA,7187,Y,0,PAG,34.744794888513916,OME_WAA_7H
2700,7H,16726,OME,3615,WMO,7188,Y,0,PAG,6.985138981107955,OME_WMO_7H
2701,7H,16726,OOK,8200,MYU,6720,Y,0,CNC CNA,9.830223407852841,OOK_MYU_7H
2703,7H,16726,ORV,7181,IAN,7179,Y,0,CNC,4.021075145568373,ORV_IAN_7H
2704,7H,16726,ORV,7181,OTZ,3693,Y,0,CNC,8.427383324081205,ORV_OTZ_7H
2705,7H,16726,OTZ,3693,ABL,7177,Y,0,CNC,39.406882999229474,OTZ_ABL_7H
2706,7H,16726,OTZ,3693,BKC,7178,Y,0,CNC,38.400107524011105,OTZ_BKC_7H
2707,7H,16726,OTZ,3693,DRG,6755,Y,0,CNC,4.9086182696438,OTZ_DRG_7H
2708,7H,16726,OTZ,3693,IAN,7179,Y,0,CNC,40.450658710058335,OTZ_IAN_7H
2709,7H,16726,OTZ,3693,ORV,7181,Y,0,CNC,38.228022352193214,OTZ_ORV_7H
2711,7H,16726,OTZ,3693,SHG,7117,Y,0,CNC,3.0388439102349385,OTZ_SHG_7H
2712,7H,16726,OTZ,3693,WLK,7182,Y,0,CNC,10.093558402955003,OTZ_WLK_7H
2713,7H,16726,OTZ,3693,WTK,6725,Y,0,CNC,28.463021315043562,OTZ_WTK_7H
2716,7H,16726,PIZ,3414,BRW,3571,Y,0,CNC BE1,24.254692475354517,PIZ_BRW_7H
2720,7H,16726,RBY,6722,FAI,3832,Y,0,CNC,7.247249198494706,RBY_FAI_7H
2721,7H,16726,RBY,6722,GAL,3764,Y,0,CNC,5.720277940953299,RBY_GAL_7H
2723,7H,16726,RSH,7098,ANI,5967,Y,0,CNA,6.96646350882195,RSH_ANI_7H
2724,7H,16726,RSH,7098,BET,3599,Y,0,CNA,7.037193084556447,RSH_BET_7H
2725,7H,16726,RSH,7098,KLG,5964,Y,0,CNA,8.782997673991932,RSH_KLG_7H
2726,7H,16726,SCC,3620,BTI,3411,Y,0,BE1,20.84455188336272,SCC_BTI_7H
2727,7H,16726,SCC,3620,FAI,3832,,0,DH8,12.81766196610032,SCC_FAI_7H
2728,7H,16726,SCC,3620,NUI,7092,Y,0,BE1,14.471568525254094,SCC_NUI_7H
2729,7H,16726,SCM,7209,BET,3599,Y,0,CNA,20.617152570392573,SCM_BET_7H
2730,7H,16726,SHG,7117,OBU,7180,Y,0,CNC,20.195932864027682,SHG_OBU_7H
2731,7H,16726,SHH,6723,OME,3615,Y,0,PAG,28.446944786988954,SHH_OME_7H
2732,7H,16726,SHH,6723,WAA,7187,Y,0,CNT,33.10278963683009,SHH_WAA_7H
2733,7H,16726,SHX,7090,ANI,5967,Y,0,CNC,6.3448391265221,SHX_ANI_7H
2735,7H,16726,SKK,7192,KKA,7190,Y,0,PAG CNC,8.060605802050231,SKK_KKA_7H
2736,7H,16726,SKK,7192,OME,3615,Y,0,PAG,8.954198183131552,SKK_OME_7H
2737,7H,16726,SKK,7192,UNK,7088,Y,0,CNC,7.687116310191282,SKK_UNK_7H
2738,7H,16726,SLQ,7240,ANI,5967,Y,0,CNA,17.81562572998514,SLQ_ANI_7H
2740,7H,16726,SMK,7191,UNK,7088,Y,0,CNC,2.217211292643135,SMK_UNK_7H
2743,7H,16726,SVA,6724,GAM,6715,Y,0,BE1,1.305483796993455,SVA_GAM_7H
2744,7H,16726,SVA,6724,OME,3615,Y,0,BE1,0.6567975209882793,SVA_OME_7H
2747,7H,16726,TLA,7186,KTS,7183,Y,0,PAG,1.9725707443186282,TLA_KTS_7H
2748,7H,16726,TLA,7186,OME,3615,Y,0,PAG,22.225259534999793,TLA_OME_7H
2752,7H,16726,TOG,6767,KWN,7206,Y,0,CNA,2.606975817488014,TOG_KWN_7H
2753,7H,16726,UNK,7088,ANC,3774,,0,DH8,14.382951360828088,UNK_ANC_7H
2754,7H,16726,UNK,7088,SKK,7192,Y,0,CNC,2.3265720572304907,UNK_SKK_7H
2755,7H,16726,UNK,7088,SMK,7191,Y,0,CNA CNC,3.3544147247389464,UNK_SMK_7H
2756,7H,16726,VAK,5968,HPB,6716,Y,0,CNA,16.010783125223476,VAK_HPB_7H
2757,7H,16726,VAK,5968,SCM,7209,Y,0,CNA,10.908892985941916,VAK_SCM_7H
2758,7H,16726,VDZ,3865,ANC,3774,,0,DH8 BE1,9.533716666516439,VDZ_ANC_7H
2759,7H,16726,WAA,7187,KTS,7183,Y,0,PAG,3.3223648480642662,WAA_KTS_7H
2760,7H,16726,WAA,7187,OME,3615,Y,0,PAG CNT,1.5993092948561396,WAA_OME_7H
2765,7H,16726,WLK,7182,OTZ,3693,Y,0,CNC,6.269176123402019,WLK_OTZ_7H
2766,7H,16726,WMO,7188,GLV,7185,Y,0,PAG,9.045356029325724,WMO_GLV_7H
2767,7H,16726,WMO,7188,OME,3615,Y,0,PAG,21.180330909226207,WMO_OME_7H
2768,7H,16726,WTK,6725,KVL,6719,Y,0,CNC,12.63158992718594,WTK_KVL_7H
2957,7S,\N,ANI,5967,HCR,5962,,0,CNA,15.211462093040065,ANI_HCR_7S
2958,7S,\N,ANI,5967,KLG,5964,,0, CNA,16.061005132024437,ANI_KLG_7S
2960,7S,\N,HCR,5962,ANV,6713,,0,CNA,17.99561732404454,HCR_ANV_7S
