,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,distance,from_to
9953,AF,137,SNA,3867,ATL,3682,Y,0,757,7.863439159800652,SNA_ATL_AF
9963,AF,137,SRQ,4067,ATL,3682,Y,0,M90,15.069981926314487,SRQ_ATL_AF
9965,AF,137,STL,3678,ATL,3682,Y,0,M90 717 M88,5.762506775086129,STL_ATL_AF
9980,AF,137,SYR,3745,ATL,3682,Y,0,M88 CR9,10.681483837855803,SYR_ATL_AF
9982,AF,137,TLH,3698,ATL,3682,Y,0,319 M88 CRJ 717,9.755534905535622,TLH_ATL_AF
10002,AF,137,TPA,3646,ATL,3682,Y,0,757 739,7.630112545023476,TPA_ATL_AF
10005,AF,137,TRI,4116,ATL,3682,Y,0,CRJ,32.09716809456604,TRI_ATL_AF
10007,AF,137,TUL,3855,ATL,3682,Y,0,CR7 CR9,16.38666530269439,TUL_ATL_AF
10010,AF,137,TUS,3636,ATL,3682,Y,0,M90,4.1363669559203355,TUS_ATL_AF
10013,AF,137,TYS,3676,ATL,3682,Y,0,CRJ 717 CR7 CR9,34.461664186756195,TYS_ATL_AF
10024,AF,137,VLD,5776,ATL,3682,Y,0,CRJ,10.263855141904743,VLD_ATL_AF
10025,AF,137,VPS,3873,ATL,3682,Y,0,717 319 M88,6.441786578123432,VPS_ATL_AF
10031,AF,137,XNA,4356,ATL,3682,Y,0,CRJ CR9 CR7,11.844882805798013,XNA_ATL_AF
10846,AM,321,ABY,5715,ATL,3682,Y,0,CRJ,,ABY_ATL_AM
10851,AM,321,ALB,3864,ATL,3682,Y,0,M88,,ALB_ATL_AM
10853,AM,321,ATL,3682,ABY,5715,Y,0,CRJ,,ATL_ABY_AM
10854,AM,321,ATL,3682,ALB,3864,Y,0,CR9 M88,,ATL_ALB_AM
10855,AM,321,ATL,3682,BDL,3825,Y,0,M88 73W,,ATL_BDL_AM
10856,AM,321,ATL,3682,BNA,3690,Y,0,M88 320,,ATL_BNA_AM
10857,AM,321,ATL,3682,BOS,3448,Y,0,M90 757 738 M88 320 319,,ATL_BOS_AM
10858,AM,321,ATL,3682,BWI,3849,Y,0,M90 757 320 M88,,ATL_BWI_AM
10860,AM,321,ATL,3682,CLE,3486,Y,0,717,,ATL_CLE_AM
10861,AM,321,ATL,3682,CMH,3759,Y,0,M88,,ATL_CMH_AM
10863,AM,321,ATL,3682,CVG,3488,Y,0,738 M88 319,,ATL_CVG_AM
10865,AM,321,ATL,3682,DCA,3520,Y,0,M90 M88,,ATL_DCA_AM
10866,AM,321,ATL,3682,DEN,3751,Y,0,M90 738 757,,ATL_DEN_AM
10867,AM,321,ATL,3682,DTW,3645,Y,0,M88 M90 757,,ATL_DTW_AM
10868,AM,321,ATL,3682,EWR,3494,Y,0,717,,ATL_EWR_AM
10871,AM,321,ATL,3682,IAD,3714,Y,0,M88,,ATL_IAD_AM
10872,AM,321,ATL,3682,IND,3585,Y,0,M88 M90,,ATL_IND_AM
10873,AM,321,ATL,3682,JAX,3712,Y,0,757,,ATL_JAX_AM
10874,AM,321,ATL,3682,JFK,3797,Y,0,738 319 73H,,ATL_JFK_AM
10875,AM,321,ATL,3682,LGA,3697,Y,0,757 M88 739 73H 320 73W,,ATL_LGA_AM
10877,AM,321,ATL,3682,MCI,3458,Y,0,M88 M90 757,,ATL_MCI_AM
10878,AM,321,ATL,3682,MCO,3878,Y,0,757,,ATL_MCO_AM
10879,AM,321,ATL,3682,MEM,3473,Y,0,320 M88,,ATL_MEM_AM
10881,AM,321,ATL,3682,MIA,3576,Y,0,M90,,ATL_MIA_AM
10882,AM,321,ATL,3682,MSP,3858,Y,0,320 757 M90 739,,ATL_MSP_AM
10883,AM,321,ATL,3682,MSY,3861,Y,0,757,,ATL_MSY_AM
10885,AM,321,ATL,3682,PHL,3752,Y,0,757 M88 M90 73H,,ATL_PHL_AM
10886,AM,321,ATL,3682,PIT,3570,Y,0,M88 CR9,,ATL_PIT_AM
10888,AM,321,ATL,3682,RDU,3626,Y,0,M88 738 M90 739 320,,ATL_RDU_AM
10889,AM,321,ATL,3682,RIC,3608,Y,0,73H M90 M88,,ATL_RIC_AM
10890,AM,321,ATL,3682,SEA,3577,Y,0,739 763 757 738,,ATL_SEA_AM
10892,AM,321,ATL,3682,SLC,3536,Y,0,757,,ATL_SLC_AM
10893,AM,321,ATL,3682,STL,3678,Y,0,M90 717 319 M88,,ATL_STL_AM
10894,AM,321,ATL,3682,XNA,4356,Y,0,CR7 CR9,,ATL_XNA_AM
10896,AM,321,BDL,3825,ATL,3682,Y,0,73W M88,,BDL_ATL_AM
10902,AM,321,BOS,3448,ATL,3682,Y,0,757 M90 M88 320,,BOS_ATL_AM
10905,AM,321,BWI,3849,ATL,3682,Y,0,M88 757 73W 320,,BWI_ATL_AM
10919,AM,321,CLE,3486,ATL,3682,Y,0,717,,CLE_ATL_AM
10922,AM,321,CMH,3759,ATL,3682,Y,0,M88,,CMH_ATL_AM
10950,AM,321,CVG,3488,ATL,3682,Y,0,738,,CVG_ATL_AM
10954,AM,321,DCA,3520,ATL,3682,Y,0,738 M90 M88 73H,,DCA_ATL_AM
10955,AM,321,DEN,3751,ATL,3682,Y,0,M90 738,,DEN_ATL_AM
10959,AM,321,DTW,3645,ATL,3682,Y,0,73H 757 739,,DTW_ATL_AM
10963,AM,321,EWR,3494,ATL,3682,Y,0,717 319,,EWR_ATL_AM
11006,AM,321,IAD,3714,ATL,3682,Y,0,M88,,IAD_ATL_AM
11009,AM,321,IND,3585,ATL,3682,Y,0,M88 M90,,IND_ATL_AM
11012,AM,321,JAX,3712,ATL,3682,Y,0,757 M90 738,,JAX_ATL_AM
11013,AM,321,JFK,3797,ATL,3682,Y,0,752 319 757 738,,JFK_ATL_AM
11030,AM,321,LGA,3697,ATL,3682,Y,0,M88 757 738,,LGA_ATL_AM
11046,AM,321,MCI,3458,ATL,3682,Y,0,757 M88 M90,,MCI_ATL_AM
11047,AM,321,MCO,3878,ATL,3682,Y,0,757 753 763,,MCO_ATL_AM
11050,AM,321,MEM,3473,ATL,3682,Y,0,M88 320,,MEM_ATL_AM
11129,AM,321,MIA,3576,ATL,3682,Y,0,M88 M90,,MIA_ATL_AM
11135,AM,321,MKE,3717,ATL,3682,Y,0,M90,,MKE_ATL_AM
11139,AM,321,MSP,3858,ATL,3682,Y,0,320 757,,MSP_ATL_AM
11141,AM,321,MSY,3861,ATL,3682,Y,0,M88 757 M90,,MSY_ATL_AM
11179,AM,321,PHL,3752,ATL,3682,Y,0,M88 757 M90,,PHL_ATL_AM
11181,AM,321,PIT,3570,ATL,3682,Y,0,M88 320,,PIT_ATL_AM
11199,AM,321,RDU,3626,ATL,3682,Y,0,M88 M90 739,,RDU_ATL_AM
11203,AM,321,RIC,3608,ATL,3682,Y,0,M90 M88,,RIC_ATL_AM
11210,AM,321,SEA,3577,ATL,3682,Y,0,739 76W 757,,SEA_ATL_AM
11211,AM,321,SFO,3469,ATL,3682,Y,0,763,,SFO_ATL_AM
11228,AM,321,SLC,3536,ATL,3682,Y,0,763,,SLC_ATL_AM
11235,AM,321,STL,3678,ATL,3682,Y,0,717 M90 M88,,STL_ATL_AM
11254,AM,321,TPA,3646,ATL,3682,Y,0,757,,TPA_ATL_AM
11269,AM,321,XNA,4356,ATL,3682,Y,0,CRJ,,XNA_ATL_AM
11519,AS,439,ABQ,4019,LAX,3484,Y,0,CR7 CRJ,,ABQ_LAX_AS
11520,AS,439,ADK,5959,ANC,3774,,0,734 73Q,,ADK_ANC_AS
11521,AS,439,ADQ,3531,ANC,3774,,0,734 73Q,,ADQ_ANC_AS
11522,AS,439,AKN,3794,ANC,3774,Y,0,SF3,,AKN_ANC_AS
11523,AS,439,ALW,5719,SEA,3577,Y,0,DH4,,ALW_SEA_AS
11524,AS,439,ANC,3774,ADK,5959,,0,734 73Q,,ANC_ADK_AS
11525,AS,439,ANC,3774,ADQ,3531,,0,734 73Q,,ANC_ADQ_AS
11526,AS,439,ANC,3774,AKN,3794,Y,0,SF3,,ANC_AKN_AS
11527,AS,439,ANC,3774,ANI,5967,,0,SF3,,ANC_ANI_AS
11528,AS,439,ANC,3774,BET,3599,,0,73Q 734,,ANC_BET_AS
11529,AS,439,ANC,3774,BRW,3571,,0,73Q,,ANC_BRW_AS
11530,AS,439,ANC,3774,CDB,3854,Y,0,SF3,,ANC_CDB_AS
11531,AS,439,ANC,3774,CDV,3610,,0,73Q,,ANC_CDV_AS
11532,AS,439,ANC,3774,DLG,3460,Y,0,SF3,,ANC_DLG_AS
11533,AS,439,ANC,3774,ENA,3628,Y,0,BE1 DH8,,ANC_ENA_AS
11534,AS,439,ANC,3774,FAI,3832,,0,73H 73Q,,ANC_FAI_AS
11535,AS,439,ANC,3774,HNL,3728,,0,73H,,ANC_HNL_AS
11536,AS,439,ANC,3774,HOM,3664,Y,0,BE1 DH8,,ANC_HOM_AS
11537,AS,439,ANC,3774,JNU,3492,,0,734 73Q,,ANC_JNU_AS
11538,AS,439,ANC,3774,KSM,6718,Y,0,DH8,,ANC_KSM_AS
11539,AS,439,ANC,3774,LAS,3877,,0,73H,,ANC_LAS_AS
11540,AS,439,ANC,3774,LAX,3484,,0,73H,,ANC_LAX_AS
11541,AS,439,ANC,3774,MCG,5965,,0,SF3,,ANC_MCG_AS
11542,AS,439,ANC,3774,OME,3615,,0,73Q 734,,ANC_OME_AS
11543,AS,439,ANC,3774,ORD,3830,,0,73H,,ANC_ORD_AS
11544,AS,439,ANC,3774,OTZ,3693,,0,73Q 734,,ANC_OTZ_AS
11545,AS,439,ANC,3774,PDX,3720,,0,73H 73G 734 739,,ANC_PDX_AS
11546,AS,439,ANC,3774,SCC,3620,,0,73Q,,ANC_SCC_AS
11547,AS,439,ANC,3774,SDP,6742,Y,0,SF3,,ANC_SDP_AS
11548,AS,439,ANC,3774,SEA,3577,,0,73H 73J 734 73Q 739 73G,,ANC_SEA_AS
11549,AS,439,ANC,3774,SNP,3426,Y,0,SF3,,ANC_SNP_AS
11550,AS,439,ANC,3774,STG,3428,Y,0,SF3,,ANC_STG_AS
11551,AS,439,ANC,3774,UNK,7088,Y,0,SF3 DH8,,ANC_UNK_AS
11552,AS,439,ANC,3774,VDZ,3865,Y,0,DH8 BE1,,ANC_VDZ_AS
11553,AS,439,ANI,5967,ANC,3774,,0,SF3,,ANI_ANC_AS
11554,AS,439,ANI,5967,MCG,5965,,0,SF3,,ANI_MCG_AS
11555,AS,439,ATL,3682,BHM,3811,Y,0,M88 320,,ATL_BHM_AS
11556,AS,439,ATL,3682,BNA,3690,Y,0,738 319 320 M88 73H 717,,ATL_BNA_AS
11557,AS,439,ATL,3682,CHS,3806,Y,0,M88 320 73W 717 319,,ATL_CHS_AS
11558,AS,439,ATL,3682,CLT,3876,Y,0,M88 M90 319,,ATL_CLT_AS
11559,AS,439,ATL,3682,GSO,4008,Y,0,M88 CR9 73H 320 738 CR7 319,,ATL_GSO_AS
11560,AS,439,ATL,3682,HSV,4113,Y,0,M88 717 CRJ,,ATL_HSV_AS
11561,AS,439,ATL,3682,JAN,3580,Y,0,717 CR9 M88 CRJ,,ATL_JAN_AS
11562,AS,439,ATL,3682,JAX,3712,Y,0,757 739 M90,,ATL_JAX_AS
11563,AS,439,ATL,3682,LAX,3484,Y,0,757 76W 763 739,,ATL_LAX_AS
11564,AS,439,ATL,3682,MEM,3473,Y,0,M88 320 319,,ATL_MEM_AS
11565,AS,439,ATL,3682,MIA,3576,Y,0,757 320 73H,,ATL_MIA_AS
11566,AS,439,ATL,3682,MSY,3861,Y,0,757 M88 M90,,ATL_MSY_AS
11567,AS,439,ATL,3682,ORF,3611,Y,0,M90 M88 319,,ATL_ORF_AS
11568,AS,439,ATL,3682,PBI,3722,Y,0,757 M88 M90,,ATL_PBI_AS
11569,AS,439,ATL,3682,PDX,3720,,0,73J 73H,,ATL_PDX_AS
11570,AS,439,ATL,3682,PNS,3564,Y,0,M90 717,,ATL_PNS_AS
11571,AS,439,ATL,3682,RDU,3626,Y,0,M90 M88 739 320 738,,ATL_RDU_AS
11572,AS,439,ATL,3682,RSW,3793,Y,0,757 M88 M90,,ATL_RSW_AS
11573,AS,439,ATL,3682,SAN,3731,Y,0,739 763,,ATL_SAN_AS
11574,AS,439,ATL,3682,SAV,3613,Y,0,M88 717 319,,ATL_SAV_AS
11575,AS,439,ATL,3682,SEA,3577,,0,73J,,ATL_SEA_AS
11576,AS,439,ATL,3682,SLC,3536,Y,0,763 757,,ATL_SLC_AS
11577,AS,439,ATL,3682,TYS,3676,Y,0,717 CR7 CRJ CR9,,ATL_TYS_AS
11578,AS,439,AUS,3673,LAX,3484,Y,0,738 M83,,AUS_LAX_AS
11579,AS,439,AUS,3673,SEA,3577,,0,739 73H,,AUS_SEA_AS
11580,AS,439,BDL,3825,LAX,3484,Y,0,738,,BDL_LAX_AS
11581,AS,439,BET,3599,ANC,3774,,0,73Q 734,,BET_ANC_AS
11582,AS,439,BHM,3811,ATL,3682,Y,0,M88 320,,BHM_ATL_AS
11583,AS,439,BIL,4021,PDX,3720,Y,0,DH4,,BIL_PDX_AS
11584,AS,439,BIL,4021,SEA,3577,Y,0,DH4,,BIL_SEA_AS
11585,AS,439,BLI,3777,HNL,3728,,0,73H,,BLI_HNL_AS
11586,AS,439,BLI,3777,LAS,3877,,0,73H,,BLI_LAS_AS
11587,AS,439,BLI,3777,PDX,3720,Y,0,DH4,,BLI_PDX_AS
11588,AS,439,BLI,3777,SEA,3577,Y,0,DH4,,BLI_SEA_AS
11589,AS,439,BNA,3690,ATL,3682,Y,0,M88 738 319 320 717,,BNA_ATL_AS
11590,AS,439,BNA,3690,LAX,3484,Y,0,738,,BNA_LAX_AS
11591,AS,439,BOI,3495,LWS,3945,Y,0,DH4,,BOI_LWS_AS
11592,AS,439,BOI,3495,PDX,3720,Y,0,DH4 CR7,,BOI_PDX_AS
11593,AS,439,BOI,3495,SAN,3731,Y,0,CR7,,BOI_SAN_AS
11594,AS,439,BOI,3495,SEA,3577,Y,0,DH4,,BOI_SEA_AS
11595,AS,439,BOI,3495,SJC,3748,Y,0,DH4,,BOI_SJC_AS
11596,AS,439,BOI,3495,SMF,3817,Y,0,DH4,,BOI_SMF_AS
11597,AS,439,BOS,3448,ISP,3857,,0,SF3,,BOS_ISP_AS
11598,AS,439,BOS,3448,LAX,3484,Y,0,738 757,,BOS_LAX_AS
11599,AS,439,BOS,3448,PBG,3771,Y,0,SF3,,BOS_PBG_AS
11600,AS,439,BOS,3448,PDX,3720,,0,73H,,BOS_PDX_AS
11601,AS,439,BOS,3448,PQI,3528,,0,SF3,,BOS_PQI_AS
11602,AS,439,BOS,3448,SAN,3731,,0,73H,,BOS_SAN_AS
11603,AS,439,BOS,3448,SEA,3577,,0,73J 73H,,BOS_SEA_AS
11604,AS,439,BRW,3571,ANC,3774,,0,73Q,,BRW_ANC_AS
11605,AS,439,BRW,3571,FAI,3832,,0,73H 73Q,,BRW_FAI_AS
11606,AS,439,BRW,3571,SCC,3620,,0,73Q,,BRW_SCC_AS
11607,AS,439,BUR,3644,PDX,3720,Y,0,CR7,,BUR_PDX_AS
11608,AS,439,BUR,3644,SEA,3577,,0,73H 73G,,BUR_SEA_AS
11609,AS,439,BZN,4020,SEA,3577,Y,0,DH4,,BZN_SEA_AS
11610,AS,439,CDB,3854,ANC,3774,Y,0,SF3,,CDB_ANC_AS
11611,AS,439,CDV,3610,ANC,3774,,0,73Q,,CDV_ANC_AS
11612,AS,439,CDV,3610,YAK,6803,,0,73Q,,CDV_YAK_AS
11613,AS,439,CHS,3806,ATL,3682,Y,0,M88 73W 717 319,,CHS_ATL_AS
11614,AS,439,CLT,3876,ATL,3682,Y,0,M90 M88,,CLT_ATL_AS
11615,AS,439,CMH,3759,LAX,3484,Y,0,738,,CMH_LAX_AS
11616,AS,439,COS,3819,SEA,3577,,0,CR7,,COS_SEA_AS
11617,AS,439,DCA,3520,LAX,3484,,0,73H,,DCA_LAX_AS
11618,AS,439,DCA,3520,PDX,3720,,0,73H,,DCA_PDX_AS
11619,AS,439,DCA,3520,SEA,3577,,0,73H,,DCA_SEA_AS
11620,AS,439,DEN,3751,LAX,3484,Y,0,CR7,,DEN_LAX_AS
11621,AS,439,DEN,3751,SEA,3577,,0,739 73G 73H,,DEN_SEA_AS
11622,AS,439,DFW,3670,LAX,3484,Y,0,738 763 757 M83,,DFW_LAX_AS
11623,AS,439,DFW,3670,PDX,3720,,0,73J,,DFW_PDX_AS
11624,AS,439,DFW,3670,SAN,3731,Y,0,738 M80 M83 757,,DFW_SAN_AS
11625,AS,439,DFW,3670,SEA,3577,,0,73J 739,,DFW_SEA_AS
11626,AS,439,DFW,3670,SFO,3469,Y,0,738 757 763,,DFW_SFO_AS
11627,AS,439,DFW,3670,SNA,3867,Y,0,738,,DFW_SNA_AS
11628,AS,439,DLG,3460,ANC,3774,Y,0,SF3,,DLG_ANC_AS
11629,AS,439,DTW,3645,PDX,3720,Y,0,739,,DTW_PDX_AS
11630,AS,439,DTW,3645,SAN,3731,Y,0,753 739 757,,DTW_SAN_AS
11631,AS,439,EAT,6916,SEA,3577,Y,0,DH4,,EAT_SEA_AS
11632,AS,439,ELP,3559,LAX,3484,Y,0,CRJ,,ELP_LAX_AS
11633,AS,439,ENA,3628,ANC,3774,Y,0,BE1 DH8,,ENA_ANC_AS
11634,AS,439,EUG,4099,PDX,3720,Y,0,DH4,,EUG_PDX_AS
11635,AS,439,EUG,4099,SEA,3577,Y,0,DH4,,EUG_SEA_AS
11636,AS,439,EWR,3494,SEA,3577,,0,73J,,EWR_SEA_AS
11637,AS,439,FAI,3832,ANC,3774,,0,73H 73Q,,FAI_ANC_AS
11638,AS,439,FAI,3832,SCC,3620,,0,73H 73Q,,FAI_SCC_AS
11639,AS,439,FAI,3832,SEA,3577,,0,73J 73H 73G 739,,FAI_SEA_AS
11640,AS,439,FAT,3687,LAX,3484,Y,0,CRJ,,FAT_LAX_AS
11641,AS,439,FAT,3687,PDX,3720,Y,0,DH4,,FAT_PDX_AS
11642,AS,439,FAT,3687,SAN,3731,Y,0,DH4,,FAT_SAN_AS
11643,AS,439,FAT,3687,SEA,3577,,0,CR7,,FAT_SEA_AS
11644,AS,439,FCA,4127,SEA,3577,Y,0,DH4,,FCA_SEA_AS
11645,AS,439,FLL,3533,SEA,3577,,0,73H,,FLL_SEA_AS
11648,AS,439,GEG,3467,PDX,3720,Y,0,DH4,,GEG_PDX_AS
11649,AS,439,GEG,3467,SEA,3577,,0,734,,GEG_SEA_AS
11650,AS,439,GSO,4008,ATL,3682,Y,0,M88 73H CR9 CR7 320 738 319,,GSO_ATL_AS
11651,AS,439,GTF,3880,HLN,3504,Y,0,DH4,,GTF_HLN_AS
11652,AS,439,GTF,3880,SEA,3577,Y,0,DH4,,GTF_SEA_AS
11653,AS,439,HLN,3504,GTF,3880,Y,0,DH4,,HLN_GTF_AS
11654,AS,439,HLN,3504,SEA,3577,Y,0,DH4,,HLN_SEA_AS
11655,AS,439,HNL,3728,ANC,3774,,0,73H,,HNL_ANC_AS
11656,AS,439,HNL,3728,BLI,3777,,0,73H,,HNL_BLI_AS
11657,AS,439,HNL,3728,LAX,3484,Y,0,757,,HNL_LAX_AS
11658,AS,439,HNL,3728,OAK,3453,,0,73H,,HNL_OAK_AS
11659,AS,439,HNL,3728,PDX,3720,,0,73H,,HNL_PDX_AS
11660,AS,439,HNL,3728,SAN,3731,,0,73H,,HNL_SAN_AS
11661,AS,439,HNL,3728,SEA,3577,,0,73H,,HNL_SEA_AS
11662,AS,439,HNL,3728,SJC,3748,,0,73H,,HNL_SJC_AS
11663,AS,439,HOM,3664,ANC,3774,Y,0,BE1 DH8,,HOM_ANC_AS
11664,AS,439,HSV,4113,ATL,3682,Y,0,M88 717 CR7 CRJ,,HSV_ATL_AS
11665,AS,439,IAH,3550,LAX,3484,Y,0,CR7,,IAH_LAX_AS
11666,AS,439,IAH,3550,SEA,3577,,0,73J,,IAH_SEA_AS
11667,AS,439,IND,3585,LAX,3484,Y,0,738,,IND_LAX_AS
11668,AS,439,ISP,3857,BOS,3448,,0,SF3,,ISP_BOS_AS
11669,AS,439,JAN,3580,ATL,3682,Y,0,717 CR9 CRJ M88,,JAN_ATL_AS
11670,AS,439,JAX,3712,ATL,3682,Y,0,757 739 M90 738,,JAX_ATL_AS
11671,AS,439,JFK,3797,LAX,3484,Y,0,321 762,,JFK_LAX_AS
11672,AS,439,JFK,3797,SAN,3731,Y,0,757 73H,,JFK_SAN_AS
11673,AS,439,JFK,3797,SEA,3577,Y,0,738,,JFK_SEA_AS
11674,AS,439,JFK,3797,SFO,3469,Y,0,321 763,,JFK_SFO_AS
11675,AS,439,JNU,3492,ANC,3774,,0,734 73Q,,JNU_ANC_AS
11676,AS,439,JNU,3492,KTN,3808,,0,734,,JNU_KTN_AS
11677,AS,439,JNU,3492,PSG,4147,,0,73Q,,JNU_PSG_AS
11678,AS,439,JNU,3492,SEA,3577,,0,734 73Q 73H,,JNU_SEA_AS
11679,AS,439,JNU,3492,SIT,3856,,0,734,,JNU_SIT_AS
11680,AS,439,JNU,3492,YAK,6803,,0,73Q,,JNU_YAK_AS
11681,AS,439,KOA,3514,LAX,3484,Y,0,757,,KOA_LAX_AS
11682,AS,439,KOA,3514,OAK,3453,,0,73H,,KOA_OAK_AS
11683,AS,439,KOA,3514,SEA,3577,,0,73H,,KOA_SEA_AS
11684,AS,439,KOA,3514,SJC,3748,,0,73H,,KOA_SJC_AS
11685,AS,439,KSM,6718,ANC,3774,Y,0,DH8,,KSM_ANC_AS
11686,AS,439,KTN,3808,JNU,3492,,0,734,,KTN_JNU_AS
11687,AS,439,KTN,3808,SEA,3577,,0,734 73Q,,KTN_SEA_AS
11688,AS,439,KTN,3808,SIT,3856,,0,734,,KTN_SIT_AS
11689,AS,439,KTN,3808,WRG,5969,,0,73Q,,KTN_WRG_AS
11690,AS,439,LAS,3877,ANC,3774,,0,73H,,LAS_ANC_AS
11691,AS,439,LAS,3877,BLI,3777,,0,73H,,LAS_BLI_AS
11692,AS,439,LAS,3877,PDX,3720,,0,73G 73H,,LAS_PDX_AS
11693,AS,439,LAS,3877,SEA,3577,,0,73G 73H 739 73J,,LAS_SEA_AS
11694,AS,439,LAX,3484,ABQ,4019,Y,0,CRJ CR7,,LAX_ABQ_AS
11695,AS,439,LAX,3484,ANC,3774,,0,73G 739,,LAX_ANC_AS
11696,AS,439,LAX,3484,ATL,3682,Y,0,763 757 73H 76W,,LAX_ATL_AS
11697,AS,439,LAX,3484,AUS,3673,Y,0,M83 738,,LAX_AUS_AS
11698,AS,439,LAX,3484,BDL,3825,Y,0,738,,LAX_BDL_AS
11699,AS,439,LAX,3484,BNA,3690,Y,0,738,,LAX_BNA_AS
11700,AS,439,LAX,3484,BOS,3448,Y,0,757 738,,LAX_BOS_AS
11701,AS,439,LAX,3484,CMH,3759,Y,0,738,,LAX_CMH_AS
11702,AS,439,LAX,3484,DCA,3520,,0,73H,,LAX_DCA_AS
11703,AS,439,LAX,3484,DEN,3751,Y,0,CR7,,LAX_DEN_AS
11704,AS,439,LAX,3484,DFW,3670,Y,0,738 763 757 M83,,LAX_DFW_AS
11705,AS,439,LAX,3484,ELP,3559,Y,0,CRJ,,LAX_ELP_AS
11706,AS,439,LAX,3484,FAT,3687,Y,0,CRJ,,LAX_FAT_AS
11708,AS,439,LAX,3484,HNL,3728,Y,0,757 753,,LAX_HNL_AS
11709,AS,439,LAX,3484,IAH,3550,Y,0,CR7,,LAX_IAH_AS
11710,AS,439,LAX,3484,IND,3585,Y,0,738,,LAX_IND_AS
11711,AS,439,LAX,3484,JFK,3797,Y,0,321 762,,LAX_JFK_AS
11712,AS,439,LAX,3484,KOA,3514,Y,0,757,,LAX_KOA_AS
11713,AS,439,LAX,3484,LIH,3602,Y,0,757,,LAX_LIH_AS
11715,AS,439,LAX,3484,MCO,3878,Y,0,757 738,,LAX_MCO_AS
11717,AS,439,LAX,3484,MFR,4101,Y,0,DH4,,LAX_MFR_AS
11718,AS,439,LAX,3484,MIA,3576,Y,0,757 777 763 738,,LAX_MIA_AS
11719,AS,439,LAX,3484,MMH,7081,Y,0,DH4,,LAX_MMH_AS
11720,AS,439,LAX,3484,MRY,3948,Y,0,CRJ,,LAX_MRY_AS
11721,AS,439,LAX,3484,MSY,3861,Y,0,319,,LAX_MSY_AS
11723,AS,439,LAX,3484,OGG,3456,Y,0,757,,LAX_OGG_AS
11724,AS,439,LAX,3484,OKC,3863,Y,0,CR7,,LAX_OKC_AS
11725,AS,439,LAX,3484,ORD,3830,Y,0,738,,LAX_ORD_AS
11726,AS,439,LAX,3484,PDX,3720,,0,73J 73H 734 739 73G,,LAX_PDX_AS
11727,AS,439,LAX,3484,PHX,3462,Y,0,CRJ,,LAX_PHX_AS
11728,AS,439,LAX,3484,PIT,3570,Y,0,738,,LAX_PIT_AS
11730,AS,439,LAX,3484,RDU,3626,Y,0,738,,LAX_RDU_AS
11731,AS,439,LAX,3484,RNO,3807,Y,0,CRJ,,LAX_RNO_AS
11732,AS,439,LAX,3484,SAF,3784,Y,0,CRJ,,LAX_SAF_AS
11733,AS,439,LAX,3484,SAN,3731,Y,0,CRJ CR7,,LAX_SAN_AS
11734,AS,439,LAX,3484,SEA,3577,,0,73H 734 739 73J 73G,,LAX_SEA_AS
11735,AS,439,LAX,3484,SFO,3469,Y,0,738,,LAX_SFO_AS
11737,AS,439,LAX,3484,SMF,3817,Y,0,CRJ,,LAX_SMF_AS
11738,AS,439,LAX,3484,STL,3678,Y,0,M83,,LAX_STL_AS
11739,AS,439,LAX,3484,STS,6992,Y,0,DH4,,LAX_STS_AS
11740,AS,439,LAX,3484,TUS,3636,Y,0,CRJ,,LAX_TUS_AS
11744,AS,439,LGB,3582,PDX,3720,Y,0,CR7,,LGB_PDX_AS
11745,AS,439,LGB,3582,SEA,3577,Y,0,CR7,,LGB_SEA_AS
11746,AS,439,LIH,3602,LAX,3484,Y,0,757,,LIH_LAX_AS
11747,AS,439,LIH,3602,OAK,3453,,0,73H,,LIH_OAK_AS
11748,AS,439,LIH,3602,SAN,3731,,0,73H,,LIH_SAN_AS
11749,AS,439,LIH,3602,SEA,3577,,0,73H,,LIH_SEA_AS
11750,AS,439,LIH,3602,SJC,3748,,0,73H,,LIH_SJC_AS
11752,AS,439,LWS,3945,BOI,3495,Y,0,DH4,,LWS_BOI_AS
11753,AS,439,LWS,3945,PUW,3944,Y,0,DH4,,LWS_PUW_AS
11754,AS,439,LWS,3945,SEA,3577,Y,0,DH4,,LWS_SEA_AS
11755,AS,439,MCG,5965,ANC,3774,,0,SF3,,MCG_ANC_AS
11756,AS,439,MCG,5965,ANI,5967,,0,SF3,,MCG_ANI_AS
11757,AS,439,MCI,3458,SEA,3577,,0,73J,,MCI_SEA_AS
11758,AS,439,MCO,3878,LAX,3484,Y,0,757 738,,MCO_LAX_AS
11759,AS,439,MCO,3878,SAN,3731,,0,73H,,MCO_SAN_AS
11760,AS,439,MCO,3878,SEA,3577,,0,73H 73J,,MCO_SEA_AS
11761,AS,439,MEM,3473,ATL,3682,Y,0,M88 320 319,,MEM_ATL_AS
11763,AS,439,MFR,4101,LAX,3484,Y,0,DH4,,MFR_LAX_AS
11764,AS,439,MFR,4101,PDX,3720,Y,0,DH4,,MFR_PDX_AS
11765,AS,439,MFR,4101,SEA,3577,Y,0,DH4,,MFR_SEA_AS
11766,AS,439,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,,MIA_ATL_AS
11767,AS,439,MIA,3576,LAX,3484,Y,0,777 763 757 738,,MIA_LAX_AS
11768,AS,439,MIA,3576,SFO,3469,Y,0,763 757 738,,MIA_SFO_AS
